AGENCY_CODE,LABM_CODE,LABP_CODE,LABMT_CODE,LABM_NAME,LABM_SHORT_NAME,LABM_SHORT_NAME_Orig,LABM_REF,LABM_MASK,LABM_UNITS,LABM_LOW_VALUE,LABM_HIGH_VALUE,est_type
999,15D2_MG,EXCH_BASES_MG,15.022,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; mautomatic",Exch. Mg++,Exch. Mg++,ASLSH Vol 3,,meq/100g,,,
999,15D2_NA,EXCH_BASES_NA,15.024,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; mautomatic",Exch. Na++,Exch. Na++,ASLSH Vol 3,,meq/100g,,,
999,15D3_CA,EXCH_BASES_CA,15.011,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",Exch. Ca++,Exch. Ca++,ASLSH Vol 3,,meq/100g,,,
999,15D3_K,EXCH_BASES_K,15.013,"Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",Exch. K++,Exch. K++,ASLSH Vol 3,,meq/100g,,,
999,15D3_MG,EXCH_BASES_MG,15.012,"Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",Exch. Mg++,Exch. Mg++,ASLSH Vol 3,,meq/100g,,,
999,15D3_NA,EXCH_BASES_NA,15.014,"Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",Exch. Na++,Exch. Na++,ASLSH Vol 3,,meq/100g,,,
999,15E1,,,Exchangeable bases,CEC,,,,meq/100g,,,
999,15E1_AEC,EXCH_BASES_AEC,15.046,"Exchangeable bases , CEC and AEC by compulsive exchange, no pretreatment for soluble salts",AEC,AEC,ASLSH Vol 3,,meq/100g,,,
999,15E1_AL,EXCH_AL,15.047,"Exchangeable Al - by compulsive exchange, no pretreatment for soluble salts",Exch. Al++,Exch. Al++,ASLSH Vol 3,,meq/100g,,,
999,15E1_CA,EXCH_BASES_CA,15.041,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, no pretreatment for soluble salts",Exch. Ca++,Exch. Ca++,ASLSH Vol 3,,meq/100g,,,
999,15E1_CEC,EXCH_BASES_CEC,15.045,"CEC by compulsive exchange, no pretreatment for soluble salts",CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15E1_H,EXCH_H,15.048,"Exchangeable H - by compulsive exchange, no pretreatment for soluble salts",Exch. H+,Exch. H+,ASLSH Vol 3,,meq/100g,,,
999,15E1_K,EXCH_BASES_K,15.043,"Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts",Exch. K++,Exch. K++,ASLSH Vol 3,,meq/100g,,,
999,15E1_MG,EXCH_BASES_MG,15.042,"Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts",Exch. Mg++,Exch. Mg++,ASLSH Vol 3,,meq/100g,,,
501,15E1_MN,,,,,,,,,,,
999,15E1_NA,EXCH_BASES_NA,15.044,"Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts",Exch. Na++,Exch. Na++,ASLSH Vol 3,,meq/100g,,,
999,15E2_AEC,EXCH_BASES_AEC,15.056,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",AEC,AEC,ASLSH Vol 3,,meq/100g,,,
999,15E2_CA,EXCH_BASES_CA,15.051,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, pretreatment for soluble salts",Exch. Ca++,Exch. Ca++,ASLSH Vol 3,,meq/100g,,,
999,15E2_CEC,EXCH_BASES_CEC,15.055,"CEC by compulsive exchange, pretreatment for soluble salts",CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15E2_K,EXCH_BASES_K,15.053,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",Exch. K++,Exch. K++,ASLSH Vol 3,,meq/100g,,,
999,15E2_MG,EXCH_BASES_MG,15.052,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",Exch. Mg++,Exch. Mg++,ASLSH Vol 3,,meq/100g,,,
999,15E2_NA,EXCH_BASES_NA,15.054,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",Exch. Na++,Exch. Na++,ASLSH Vol 3,,meq/100g,,,
999,15E3_AEC,EXCH_BASES_AEC,15.056,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",AEC,AEC,ASLSH Vol 3,,meq/100g,,,
999,15E3_CA,EXCH_BASES_CA,15.051,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, adjusted for soluble sodium",Exch. Ca++,Exch. Ca++,ASLSH Vol 3,,meq/100g,,,
999,15E3_CEC,EXCH_BASES_CEC,15.055,"CEC by compulsive exchange, adjusted for soluble sodium",CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15E3_K,EXCH_BASES_K,15.053,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",Exch. K++,Exch. K++,ASLSH Vol 3,,meq/100g,,,
999,15E3_MG,EXCH_BASES_MG,15.052,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",Exch. Mg++,Exch. Mg++,ASLSH Vol 3,,meq/100g,,,
999,15E3_NA,EXCH_BASES_NA,15.054,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",Exch. Na++,Exch. Na++,ASLSH Vol 3,,meq/100g,,,
999,15F1_CA,EXCH_BASES_CA,15.061,"Exchangeable bases by 0.01M silver-thiourea (AgTU)+, no pretreatment for soluble salts",Exch. Ca++,Exch. Ca++,ASLSH Vol 3,,meq/100g,,,
999,15F1_CEC,EXCH_BASES_CEC,15.065,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15F1_K,EXCH_BASES_K,15.063,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",Exch. K++,Exch. K++,ASLSH Vol 3,,meq/100g,,,
999,15F1_MG,EXCH_BASES_MG,15.062,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",Exch. Mg++,Exch. Mg++,ASLSH Vol 3,,meq/100g,,,
999,15F1_NA,EXCH_BASES_NA,15.064,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",Exch. Na++,Exch. Na++,ASLSH Vol 3,,meq/100g,,,
999,15F2,EXCH_AL,15.07,Exchangeable aluminium by 0.01m (AgTU)+,Exch. Al++,Exch. Al++,ASLSH Vol 3,,meq/100g,,,
999,15F2_AL,EXCH_AL,15.07,Exchangeable Al (%) - Silver Thiorea,Exch. Al++,Exch. Al++,CSIRO,,%,,,
999,15F3,CEC,15.08,CEC by 0.01M silver-thiourea (AgTU)+,CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15F4,EXCH_AL,15.075,Exchangeable aluminium by 1M ammonium acetate (pH5.8). Abdullah and Riley (1966).,Exch. Al++,Exch. Al++,CSIRO,,?,,,
999,15G_C,EXCH_ACIDITY,15.093,Exchange acidity (hydrogen and aluminium) - meq per 100g of soil - By 1M KCl exch. acidity by titration to pH 8.4,Exch. acidity (H+Al),Exch. acidity (H+Al),CSIRO,,meq/100g,,,
999,15G_C_AL1,EXCH_AL,15.092,Exchangeable aluminium - meq per 100g of soil - Aluminium By difference of C and A or B,Exch. Al++,Exch. Al++,CSIRO,,meq/100g,,,
999,15G_C_AL2,EXCH_AL,15.092,Exchangeable aluminium - meq per 100g of soil - Aluminium By KCl extraction and detremination By AAS,Exch. Al++,Exch. Al++,CSIRO,,meq/100g,,,
999,15G_C_H1,EXCH_H,15.091,Exchangeable hydrogen - meq per 100g of soil - Hydrogen By back titration of A or B,Exch. H+,Exch. H+,CSIRO,,meq/100g,,,
999,15G_H,EXCH_H,15.091,Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. acidity By titration to pH 8.4,Exch. H+,Exch. H+,CSIRO,,meq/100g,,,
999,15G1,EXCH_ACIDITY,15.09,Exchange acidity (hydrogen and aluminium) by 1M potassium chloride,Exch. Acidity (H+Al),Exch. Acidity (H+Al),ASLSH Vol 3,,meq/100g,,,
303,15G1_Acid,,,Exchange acidity (hydrogen and aluminium) by 1M potassium chloride - Exchange Acidity,Exchange Acidity - K,Exchange Acidity - K,,,,,,
999,15G1_AL,EXCH_AL,15.092,Aluminium Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0,Exch. H+,Exch. H+,CSIRO,,meq/100g,,,
999,15G1_H,EXCH_H,15.091,Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0,Exch. H+,Exch. H+,CSIRO,,meq/100g,,,
303,15G2,,,Exch. Al saturation,Exchange Al Sat - ca,Exchange Al Sat - ca,,,,,,
303,15G2_Al_MQ,,,Exchangeable aluminium,Exchangeable alumini,Exchangeable alumini,,,,,,
999,15H1,EXCH_ACIDITY,15.10,Exchange acidity by TEA,Exch. Acidity (H+Al),Exch. Acidity (H+Al),ASLSH Vol 3,,meq/100g,,,
999,15I1,CEC,15.11,CEC measurement - distillation of ammonium ions,CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15I2,CEC,15.11,CEC measurement - automated determination of ammonium ions,CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15I3,CEC,15.12,CEC measurement - automated determination of ammonium and chloride ions,CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15I4,CEC,15.12,CEC measurement - titration of ammonium and chloride ions,CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15J_BASES,BASES,15.172,Sum of Bases,Sum of Bases,Sum of Bases,CSIRO,,meq/100g,,,
999,15J_H,ECEC,15.131,Sum of Ex. cations + Ex. acidity - Sum of basic exch. cations and exch. (Hydrogen),ECEC,ECEC,CSIRO,,meq/100g,,,
999,15J1,ECEC,15.13,Effective CEC,ECEC,ECEC,ASLSH Vol 3,,meq/100g,,,
303,15J2_MQ02,ECEC,,Effective cation exchange capacity,ECEC,ECEC,,,meq/100g,,,
999,15K1,CEC,15.14,CEC - pH 8.2,CEC,CEC,ASLSH Vol 3,,meq/100g,,,
999,15L1,BSP,15.15,Base saturation percentage (BSP),BSP,BSP,ASLSH Vol 3,,%,,,
501,15L1_a,,,,,,,,,,,
999,15M1,CATION_RATIO,15.16,Cation ratio,Cation ratio,Cation ratio,ASLSH Vol 3,,,,,
303,15M1_Ca/CE,CA,,Calcium to cation exchange capacity ratio,Calcium to cation ex,Calcium to cation ex,,,,,,
303,15M1_Ca/Mg,CA/MG,,Cation ratio Ca/Mg,Ca/Mg ratio,Ca/Mg ratio,,,,,,
303,15M1_K/CEC,,,Potassium to cation exchange capacity ratio,Potassium to cation ,Potassium to cation ,,,,,,
303,15M1_Mg/Ca,,,Magnesium to calcium ratio,Magnesium to calcium,Magnesium to calcium,,,,,,
303,15M1_Mg/CE,,,Magnesium to cation exchange capacity ratio,Magnesium to cation ,Magnesium to cation ,,,,,,
303,15M1_Mg/K,MG/K,,Cation ratio Mg/K,Mg/K ratio,Mg/K ratio,,,,,,
303,15M1_Na/K,NA/K,,Cation ratio Na/K,Na/K ratio,Na/K ratio,,,,,,
999,15N1,ESP,15.17,Exchangeable sodium percentage (ESP),ESP,ESP,ASLSH Vol 3,,%,,,
501,15N1_a,,,,,,,,,,,
501,15N1_b,,,,,,,,,,,
999,15O1,AL_SAT,15.18,Percenatge aluminium saturation,Al saturation,Al saturation,ASLSH Vol 3,,%,,,
303,15P1,CEC/CLAY,,CEC/Clay ratio,CEC/Clay ratio,CEC/Clay ratio,,,,,,
303,15Z1,,,H,H,H,,,,,,
303,15Z1_CEC/c,CEC,,Cation exchange capacity:clay,Cation exchange capa,Cation exchange capa,,,,,,
999,16A1,LIME_RATE,16.01,Calculated lime rate - from exchangeable aluminium,Calculated lime rate,Calculated lime rate,ASLSH Vol 3,,kg/ha 10cm,,,
999,16B1,LIME_RATE,16.02,Calculated lime rate - Cregan,Calculated lime rate,Calculated lime rate,ASLSH Vol 3,,kg/ha 10cm,,,
999,16C1,LIME_REQ,16.03,Lime requirement - Mehlich single buffer,Lime requirement,Lime requirement,ASLSH Vol 3,,t/ha 20cm,,,
303,16C1_5.5,,,Lime requirement at pH 5.5,Lime Requirement - p,Lime Requirement - p,,,,,,
303,16C1_6.0,,,Lime requirement at pH 6.0,Lime Requirement - p,Lime Requirement - p,,,,,,
303,16C1_6.5,,,Lime requirement at pH 6.5,Lime Requirement - p,Lime Requirement - p,,,,,,
999,16D1,LIME_REQ,16.04,Lime requirement - Dunn titration curves,Lime requirement,Lime requirement,ASLSH Vol 3,,t/ha 20cm,,,
999,17A_HF+,POTASSIUM,17.14,Total element - K (%) - HF/HCl04 Digest,Total K,Total K,CSIRO,,%,,,
999,17A_NR,POTASSIUM,17.001,Total element - K (%) - Not recorded,Total K,Total K,CSIRO_NR,,%,,,
999,17A1,POTASSIUM,17.01,Total Potassium - X-ray fluorescence,Total K,Total K,ASLSH Vol 3,,%,,,
999,17A1_K,TOTAL_ELEMENTS,,Total Potassium - X-ray fluorescence,Total K,Total K,ASLSH SCM,,%,,,
303,17A1_K_MQ0,,,Total potassium - MIR QLD Calibration 1,Total potassium - MI,Total potassium - MI,,,,,,
303,17A2_Cu,,,Total element - Cu(mg/kg) - HF/HClO4 Digest,Total Cu,Total Cu,,,,,,
303,17A2_Fe,,,Total element - Fe(%) - HF/HClO4 Digest,Total Fe,Total Fe,,,,,,
999,17A2_K,TOTAL_ELEMENTS,,"Total Potassium - microwave assisted digestion, determination by AAS",Total K,Total K,ASLSH SCM,,%,,,
303,17A2_Mn,,,Total element - Mn(mg/kg) - HF/HClO4 Digest,Total Mn,Total Mn,,,,,,
303,17A2_Zn,,,Total element - Zn(mg/kg) - HF/HClO4 Digest,Total Zn,Total Zn,,,,,,
303,17B1,,,"0.01M CaCl2 extractable K, ICP",0.01M CaCl2 extracta,0.01M CaCl2 extracta,,,,,,
999,17B1_K,TOTAL_ELEMENTS,,"Psuedo-total Potassium - reverse aqua regia block digestion, determination by AAS",Total K,Total K,ASLSH SCM,,%,,,
303,17B2_Al,AL,,Aluminium,Aluminium,Aluminium,,,,,,
303,17B2_As,AS,,Arsenic,Arsenic,Arsenic,,,,,,
303,17B2_Ca,CA,,Calcium,Calcium,Calcium,,,,,,
303,17B2_Co,,,Cobalt,Cobalt,Cobalt,,,,,,
303,17B2_Cr,CR,,Chromium,Chromium,Chromium,,,,,,
303,17B2_Cu,,,Copper,Copper,Copper,,,,,,
303,17B2_Fe,,,Iron,Iron,Iron,,,,,,
999,17B2_K,TOTAL_ELEMENTS,,"Psuedo-total Potassium - reverse aqua regia digestion, determination by atomic spectrometry",Total K,Total K,ASLSH SCM,,%,,,
303,17B2_Mg,,,Magnesium,Magnesium,Magnesium,,,,,,
303,17B2_Mn,,,Manganese,Manganese,Manganese,,,,,,
303,17B2_Mo,,,Molybdenum,Molybdenum,Molybdenum,,,,,,
303,17B2_Na,,,Sodium,Sodium,Sodium,,,,,,
303,17B2_Ni,,,Nickel,Nickel,Nickel,,,,,,
303,17B2_P,,,Phosphorus,Phosphorus,Phosphorus,,,,,,
303,17B2_Pb,,,Lead,Lead,Lead,,,,,,
303,17B2_S,,,Sulphur,Sulphur,Sulphur,,,,,,
303,17B2_Zn,,,Zinc,Zinc,Zinc,,,,,,
999,17C1_K,TOTAL_ELEMENTS,,"Psuedo-total Potassium - conventional aqua regia block digestion, determination by atomic spectrometry",Total K,Total K,ASLSH SCM,,%,,,
303,17X1_Al,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_As,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Ca,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Co,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Cr,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Cu,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Fe,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_K,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Mg,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Mn,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Mo,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Na,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Ni,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_P,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Pb,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_S,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17X1_Zn,,,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,Soil: Elements; HNO3,,,,,,
303,17Z1,,,Total P,Total P,Total P,,,,,,
501,18_NR,,,,,,,,,,,
999,18A1,POTASSIUM,18.01,Bicarbonate-extractable potassium,Extractable K,Extractable K,ASLSH Vol 3,,mg/kg,,,
501,18A1_NR,,,,,,,,,,,
999,18B1,POTASSIUM,18.02,Hydrochloric acid - extractable potassium,Extractable K,Extractable K,ASLSH Vol 3,,mg/kg,,,
999,18B2,POTASSIUM,18.04,Sulfuric acid (10%)- extractable potassium,Extractable K,Extractable K,CSIRO,,mg/kg,,,
999,18C1,POTASSIUM,,Boiling 1 M nitric acid  - extractable potassium,Extractable K,Extractable K,ASLSH SCM,,mg/kg,,,
999,18D1,CADMIUM,,0.1 M calcium chloride - extractable Cadmium,Extractable Cd,Extractable Cd,ASLSH SCM,,mg/kg,,,
999,18E1,CADMIUM,,0.01 M calcium chloride - extractable Cadmium,Extractable Cd,Extractable Cd,ASLSH SCM,,mg/kg,,,
999,18E2,POTASSIUM,18.03,Fluoride-extractable potassium (Bray 1-K) - AAS,Extractable K,Extractable K,CSIRO,,mg/kg,,,
999,18F1_AL,AL,,Mehlich 3 - extractable Aluminium,Extractable Al,Extractable Al,ASLSH SCM,,mg/kg,,,
999,18F1_B,BORON,,Mehlich 3 - extractable Boron,Extractable B,Extractable B,ASLSH SCM,,mg/kg,,,
999,18F1_CA,CALCIUM,,Mehlich 3 - extractable Calcium,Extractable Ca,Extractable Ca,ASLSH SCM,,mg/kg,,,
303,18F1_Cd,CD,,Cadmium,Cadmium,Cadmium,,,,,,
999,18F1_CU,CU,,Mehlich 3 - extractable Copper,Extractable Cu,Extractable Cu,ASLSH SCM,,mg/kg,,,
999,18F1_FE,FE,,Mehlich 3 - extractable Iron,Extractable Fe,Extractable Fe,ASLSH SCM,,mg/kg,,,
999,18F1_K,POTASSIUM,,Mehlich 3 - extractable Potassium,Extractable K,Extractable K,ASLSH SCM,,mg/kg,,,
999,18F1_MG,MG,,Mehlich 3 - extractable Magnesium,Extractable Mg,Extractable Mg,ASLSH SCM,,mg/kg,,,
999,18F1_MN,MN,,Mehlich 3 - extractable Manganese,Extractable Mn,Extractable Mn,ASLSH SCM,,mg/kg,,,
999,18F1_NA,NA,,Mehlich 3 - extractable Sodium,Extractable Na,Extractable Na,ASLSH SCM,,mg/kg,,,
999,18F1_P,PHORPHORUS,,Mehlich 3 - extractable Phosporus,Extractable P,Extractable P,ASLSH SCM,,mg/kg,,,
999,18F1_S,SULFUR,,Mehlich 3 - extractable Sulfur,Extractable S,Extractable S,ASLSH SCM,,mg/kg,,,
999,18F1_ZN,ZN,,Mehlich 3 - extractable Zinc,Extractable Zn,Extractable Zn,ASLSH SCM,,mg/kg,,,
999,18F2,POTASSIUM,,Mehlich 3 - extractable Potassium - colour finish,Extractable K,Extractable K,ASLSH SCM,,mg/kg,,,
999,18G1,POTASSIUM,,Reserve soil K+ by copper-modified sodium tetraphenylboron extraction,Extractable K,Extractable K,ASLSH SCM,,mg/kg,,,
999,19_COL,CARBONATES,19.01,Carbonates - Collins Calcimeter,Carbonates,Carbonates,CSIRO,,%,,,
999,19A1,CARBONATES,19.01,Carbonates - rapid titration,Carbonates,Carbonates,ASLSH Vol 3,,%,,,
303,19A2,CARBONATES,,Acid Neutralizing Capacity - 0.1 M HCl digest & back titration,ANC 0.1 M HCl,ANC 0.1 M HCl,,,,,,
999,19B_NR,CARBONATES,19.00,Calcium Carbonate (CaCO3) - Not recorded,Carbonates,Carbonates,CSIRO NR,,%,,,
999,19B1,CARBONATES,19.01,Carbonates - manometric,Carbonates,Carbonates,ASLSH Vol 3,,%,,,
999,19B2,CARBONATES,,Carbonates - transducer,Carbonates,Carbonates,ASLSH SCM,,%,,,
999,19C1,CARBONATES,,Spot field test for the presence of soil carbonates with dilute HCl,Carbonates,Carbonates,ASLSH SCM,,%,,,
999,19D1,CARBONATES,,Field test for soil carbonates with dilute HCl and effervescence class assessment,Carbonates,Carbonates,ASLSH SCM,,%,,,
303,1A1,,,Field sampling - soil and land use surveys,Field sampling - sur,Field sampling - sur,,,,,,
303,1A2,,,Field sampling - diagnositc,Field sampling - dia,Field sampling - dia,,,,,,
303,1B1,,,Laboratory preperation,Laboratory preperati,Laboratory preperati,,,,,,
303,1X1_Al,,,Total Al XRF,Total Al XRF,Total Al XRF,,,,,,
303,1X1_As,,,Total As XRF,Total As XRF,Total As XRF,,,,,,
303,1X1_Ba,,,Total Ba XRF,Total Ba XRF,Total Ba XRF,,,,,,
303,1X1_Br,,,Total Br XRF,Total Br XRF,Total Br XRF,,,,,,
303,1X1_Ca,,,Total Ca XRF,Total Ca XRF,Total Ca XRF,,,,,,
303,1X1_Cd,,,Total Cd XRF,Total Cd XRF,Total Cd XRF,,,,,,
303,1X1_Co,,,Total Co XRF,Total Co XRF,Total Co XRF,,,,,,
303,1X1_Cr,,,Total Cr XRF,Total Cr XRF,Total Cr XRF,,,,,,
303,1X1_Cu,,,Total Cu XRF,Total Cu XRF,Total Cu XRF,,,,,,
303,1X1_Fe,,,Total Fe XRF,Total Fe XRF,Total Fe XRF,,,,,,
303,1X1_Hg,,,Total Hg XRF,Total Hg XRF,Total Hg XRF,,,,,,
303,1X1_Mg,,,Total Mg XRF,Total Mg XRF,Total Mg XRF,,,,,,
303,1X1_Mn,,,Total Mn XRF,Total Mn XRF,Total Mn XRF,,,,,,
303,1X1_Na,,,Total Na XRF,Total Na XRF,Total Na XRF,,,,,,
303,1X1_Ni,,,Total Ni XRF,Total Ni XRF,Total Ni XRF,,,,,,
303,1X1_Pb,,,Total Pb XRF,Total Pb XRF,Total Pb XRF,,,,,,
303,1X1_Si,,,Total Si XRF,Total Si XRF,Total Si XRF,,,,,,
303,1X1_Sr,,,Total Sr XRF,Total Sr XRF,Total Sr XRF,,,,,,
303,1X1_Ti,,,Total Ti XRF,Total Ti XRF,Total Ti XRF,,,,,,
303,1X1_V,,,Total V XRF,Total V XRF,Total V XRF,,,,,,
303,1X1_Zn,,,Total Zn XRF,Total Zn XRF,Total Zn XRF,,,,,,
999,2_LOI,LOSS_ON_IGNITION,2.00,Loss on Ignition (%),Loss on Ignition,Loss on Ignition,CSIRO,,%,,,
999,20A1,SULFUR,,Chromium reducible S,Reducible S,Reducible S,ASLSH SCM,,%,,,
303,20A2,,,Total Sulfur - Leco,Total S Leco,Total S Leco,,,,,,
303,20A3,,,"Total Sulfur - Combustion, titration end point","Total S comb, titrat","Total S comb, titrat",,,,,,
303,20A4,,,"Total Sulfur - Combustion, dry ashing NaCO3, AgBr","Total S comb, dry as","Total S comb, dry as",,,,,,
303,20A5,,,Total Sulfur - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction,Total S alk Na ox + ,Total S alk Na ox + ,,,,,,
303,20A6,,,"Total Sulfur - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids",Total S acid ox,Total S acid ox,,,,,,
303,20A7,,,Total Sulfur - Bromine-Nitric Acid oxidation (Vogel's quantitative inorganic analysis),Total S Br-Nitric Ac,Total S Br-Nitric Ac,,,,,,
303,20A9,,,Total Sulfur - Summation from procedure 20D,Total S summ 20D,Total S summ 20D,,,,,,
999,20B1,TAA,,SPOCAS acid trail - titratable actual acidity (TAA),TAA,TAA,ASLSH SCM,,mol(H+)/t,,,
303,20Ba,SU,,"4M HCl extractable Sulfur - sulfate, turbidmetric","HCl extr S - SO4, tu","HCl extr S - SO4, tu",,,,,,
303,20Bb,SU,,"4M HCl extractable Sulfur - sulfate, gravimetric","HCl extr S - SO4, gr","HCl extr S - SO4, gr",,,,,,
303,20Bc,SU,,"4M HCl extractable Sulfur - sulfate, automated colour","HCl extr S - SO4, au","HCl extr S - SO4, au",,,,,,
303,20Bd,SU,,"4M HCl extractable Sulfur - sulfate, ion chromatography","HCl extr S - SO4, io","HCl extr S - SO4, io",,,,,,
303,20Be,SU,,"4M HCl extractable Sulfur - sulfur, ICPAES","HCl extr S - S, ICPA","HCl extr S - S, ICPA",,,,,,
303,20Bf,SU,,"4M HCl extractable Sulfur - sulfate, automated turbidmetric","HCl extr S - SO4, au","HCl extr S - SO4, au",,,,,,
303,20Bg,SU,,"4M HCl extractable Sulfur - sulfate, indirect, barium remaining by AAS","HCl extr S - SO4, in","HCl extr S - SO4, in",,,,,,
303,20Bh,CA,,"4M HCl extractable calcium, ICPAES","HCl extr S - Ca, ICP","HCl extr S - Ca, ICP",,,,,,
303,20Bj,CA,,"4M HCl extractable calcium, atomic absorption (AAS)","HCl extr S - Ca, AAS","HCl extr S - Ca, AAS",,,,,,
303,20Bk,CA,,"4M HCl extractable calcium, titration EDTA","HCl extr S - Ca, EDT","HCl extr S - Ca, EDT",,,,,,
303,20Bm,MG,,"4M HCl extractable magnesium, ICPAES","HCl extr S - Mg, ICP","HCl extr S - Mg, ICP",,,,,,
303,20Bn,MG,,"4M HCl extractable magnesium, atomic absorption (AAS)","HCl extr S - Mg, AAS","HCl extr S - Mg, AAS",,,,,,
303,20Bp,MG,,"4M HCl extractable magnesium, titration EDTA","HCl extr S - Mg, EDT","HCl extr S - Mg, EDT",,,,,,
303,20Bs,NA,,"4M HCl extractable sodium, ICPAES","HCl extr S - Na, ICP","HCl extr S - Na, ICP",,,,,,
303,20Bt,NA,,"4M HCl extractable sodium, atomic absorption (AAS)","HCl extr S - Na, AAS","HCl extr S - Na, AAS",,,,,,
303,20Bu,NA,,"4M HCl extractable sodium, flame emission","HCl extr S - Na, fla","HCl extr S - Na, fla",,,,,,
